name: r201-6, Alg: 5, number particle: 15
11-07 at 10:35:37, name: rc201-5, Alg: 1, #particle: 5, seed: 1
11-07 at 11:03:27, name: rc203-10, Alg: 4, #particle: 15, seed: 1
11-07 at 11:31:03, name: r208-5, Alg: 2, #particle: 20, seed: 1
11-07 at 11:40:38, name: c104-4, Alg: 7, #particle: 15, seed: 1
11-07 at 11:57:02, name: rc106-5, Alg: 2, #particle: 20, seed: 1
11-07 at 12:24:04, name: c105-3, Alg: 7, #particle: 15, seed: 1
11-07 at 12:34:29, name: rc101-10, Alg: 4, #particle: 15, seed: 1
11-07 at 12:51:36, name: rc202-5, Alg: 1, #particle: 5, seed: 1
11-07 at 13:25:28, name: c106-2, Alg: 7, #particle: 15, seed: 1
11-07 at 14:00:09, name: c107-2, Alg: 7, #particle: 15, seed: 1
11-07 at 14:28:10, name: c108-2, Alg: 7, #particle: 15, seed: 1
11-07 at 15:20:45, name: rc203-5, Alg: 1, #particle: 5, seed: 1
11-07 at 15:31:55, name: r209-5, Alg: 2, #particle: 20, seed: 1
11-07 at 16:10:10, name: c109-3, Alg: 7, #particle: 15, seed: 1
11-07 at 16:21:18, name: rc107-5, Alg: 2, #particle: 20, seed: 1
11-07 at 17:19:17, name: c201-6, Alg: 5, #particle: 15, seed: 1
11-07 at 17:24:33, name: rc204-5, Alg: 1, #particle: 5, seed: 1
11-07 at 18:17:19, name: rc202-5, Alg: 3, #particle: 20, seed: 1
11-07 at 18:45:30, name: c101-7, Alg: 8, #particle: 15, seed: 1
11-07 at 19:16:31, name: r210-5, Alg: 2, #particle: 20, seed: 1
11-07 at 19:52:28, name: c202-6, Alg: 5, #particle: 15, seed: 1
11-07 at 19:56:04, name: rc205-5, Alg: 1, #particle: 5, seed: 1
11-07 at 20:24:23, name: c102-6, Alg: 8, #particle: 15, seed: 1
11-07 at 20:25:10, name: r202-10, Alg: 4, #particle: 15, seed: 1
11-07 at 20:34:29, name: r110-5, Alg: 1, #particle: 20, seed: 1
11-07 at 20:52:46, name: r107-5, Alg: 3, #particle: 15, seed: 1
11-07 at 21:13:29, name: rc204-5, Alg: 4, #particle: 15, seed: 1
11-07 at 22:04:53, name: r211-5, Alg: 2, #particle: 20, seed: 1
11-07 at 22:14:49, name: rc206-5, Alg: 1, #particle: 5, seed: 1
11-07 at 22:20:59, name: rc108-5, Alg: 2, #particle: 20, seed: 1
11-07 at 23:26:19, name: c103-10, Alg: 8, #particle: 15, seed: 1
11-08 at 00:41:16, name: rc207-5, Alg: 1, #particle: 5, seed: 1
11-08 at 00:49:19, name: rc102-10, Alg: 4, #particle: 15, seed: 1
11-08 at 02:17:45, name: c104-10, Alg: 8, #particle: 15, seed: 1
11-08 at 03:12:53, name: rc208-5, Alg: 1, #particle: 5, seed: 1
11-08 at 03:46:16, name: c105-5, Alg: 8, #particle: 15, seed: 1
11-08 at 04:21:29, name: r101-5, Alg: 2, #particle: 5, seed: 1
11-08 at 05:28:34, name: r102-5, Alg: 2, #particle: 5, seed: 1
11-08 at 06:20:02, name: c106-10, Alg: 8, #particle: 15, seed: 1
11-08 at 06:42:02, name: r103-5, Alg: 2, #particle: 5, seed: 1
11-08 at 07:00:59, name: rc203-5, Alg: 3, #particle: 20, seed: 1
11-08 at 07:06:31, name: r203-5, Alg: 4, #particle: 15, seed: 1
11-08 at 07:14:47, name: r111-5, Alg: 1, #particle: 20, seed: 1
11-08 at 07:41:56, name: r108-5, Alg: 3, #particle: 15, seed: 1
11-08 at 07:48:12, name: r104-5, Alg: 2, #particle: 5, seed: 1
11-08 at 08:36:42, name: c203-10, Alg: 5, #particle: 15, seed: 1
11-08 at 08:37:02, name: rc205-5, Alg: 4, #particle: 15, seed: 1
11-08 at 08:50:52, name: r105-5, Alg: 2, #particle: 5, seed: 1
11-08 at 09:25:45, name: c107-10, Alg: 8, #particle: 15, seed: 1
11-08 at 09:54:24, name: r106-5, Alg: 2, #particle: 5, seed: 1
11-08 at 11:06:04, name: r107-5, Alg: 2, #particle: 5, seed: 1
11-08 at 12:18:03, name: c108-9, Alg: 8, #particle: 15, seed: 1
11-08 at 12:20:31, name: r108-5, Alg: 2, #particle: 5, seed: 1
11-08 at 12:22:14, name: rc101-5, Alg: 3, #particle: 20, seed: 1
11-08 at 13:05:40, name: rc103-10, Alg: 4, #particle: 15, seed: 1
11-08 at 13:09:42, name: r109-5, Alg: 2, #particle: 5, seed: 1
11-08 at 14:27:41, name: r110-5, Alg: 2, #particle: 5, seed: 1
11-08 at 14:54:20, name: r201-5, Alg: 3, #particle: 20, seed: 1
11-08 at 15:13:46, name: c109-10, Alg: 8, #particle: 15, seed: 1
11-08 at 15:53:29, name: r111-5, Alg: 2, #particle: 5, seed: 1
11-08 at 18:39:03, name: r204-5, Alg: 4, #particle: 15, seed: 1
11-08 at 20:51:55, name: r109-5, Alg: 3, #particle: 15, seed: 1
11-09 at 07:12:21, name: r205-5, Alg: 4, #particle: 15, seed: 1
11-09 at 12:07:16, name: r110-5, Alg: 3, #particle: 15, seed: 1
11-09 at 19:24:31, name: r206-5, Alg: 4, #particle: 15, seed: 1
11-10 at 01:42:13, name: r111-5, Alg: 3, #particle: 15, seed: 1
11-10 at 07:44:57, name: r207-5, Alg: 4, #particle: 15, seed: 1
11-10 at 12:15:54, name: r112-5, Alg: 3, #particle: 15, seed: 1
11-11 at 20:08:07, name: r103-35, Alg: 3, #particle: 15, seed: 1
11-12 at 01:45:08, name: r105-35, Alg: 3, #particle: 15, seed: 1
11-12 at 04:52:13, name: r103-35, Alg: 1, #particle: 15, seed: 1
11-12 at 10:15:30, name: r106-30, Alg: 1, #particle: 15, seed: 1
11-12 at 12:51:17, name: r101-35, Alg: 1, #particle: 15, seed: 1
11-12 at 15:35:50, name: r104-35, Alg: 3, #particle: 15, seed: 1
11-12 at 17:02:13, name: r101-38, Alg: 3, #particle: 15, seed: 1
11-12 at 18:34:32, name: r105-35, Alg: 1, #particle: 15, seed: 1
11-12 at 21:32:46, name: r107-39, Alg: 1, #particle: 15, seed: 1
11-12 at 22:15:34, name: r102-35, Alg: 1, #particle: 15, seed: 1
11-13 at 03:06:59, name: r104-35, Alg: 1, #particle: 15, seed: 1
11-13 at 04:17:31, name: r102-35, Alg: 3, #particle: 15, seed: 1
11-13 at 05:19:36, name: r108-30, Alg: 1, #particle: 15, seed: 1
11-13 at 06:37:36, name: r106-55, Alg: 1, #particle: 15, seed: 1
11-13 at 07:00:37, name: r108-30, Alg: 3, #particle: 15, seed: 1
11-13 at 08:07:18, name: r107-30, Alg: 3, #particle: 15, seed: 1
11-13 at 08:25:49, name: r106-30, Alg: 3, #particle: 15, seed: 1
11-13 at 14:59:45, name: r109-35, Alg: 1, #particle: 15, seed: 1
11-13 at 17:30:24, name: r110-35, Alg: 3, #particle: 15, seed: 1
11-13 at 18:52:32, name: r111-35, Alg: 1, #particle: 15, seed: 1
11-13 at 20:24:36, name: r109-35, Alg: 3, #particle: 15, seed: 1
11-14 at 07:08:57, name: r205-35, Alg: 1, #particle: 15, seed: 1
11-14 at 11:01:25, name: r201-43, Alg: 1, #particle: 15, seed: 1
11-14 at 11:03:48, name: r209-35, Alg: 1, #particle: 15, seed: 1
11-14 at 11:12:43, name: rc101-59, Alg: 1, #particle: 15, seed: 1
11-14 at 13:39:43, name: r110-35, Alg: 1, #particle: 15, seed: 1
11-14 at 14:50:34, name: r112-35, Alg: 1, #particle: 15, seed: 1
11-14 at 16:00:39, name: rc101-60, Alg: 3, #particle: 15, seed: 1
11-14 at 16:10:02, name: r111-35, Alg: 3, #particle: 15, seed: 1
11-14 at 16:31:00, name: r209-35, Alg: 3, #particle: 15, seed: 1
11-14 at 16:42:05, name: r201-40, Alg: 3, #particle: 15, seed: 1
11-14 at 17:16:04, name: rc102-40, Alg: 1, #particle: 15, seed: 1
11-14 at 17:37:44, name: r205-35, Alg: 3, #particle: 15, seed: 1
11-14 at 21:56:16, name: r206-35, Alg: 1, #particle: 15, seed: 1
11-15 at 04:59:32, name: r210-35, Alg: 1, #particle: 15, seed: 1
11-15 at 05:34:05, name: rc202-40, Alg: 1, #particle: 15, seed: 1
11-15 at 06:01:01, name: r202-40, Alg: 1, #particle: 15, seed: 1
11-15 at 10:56:31, name: rc103-40, Alg: 1, #particle: 15, seed: 1
11-15 at 12:43:34, name: rc102-40, Alg: 3, #particle: 15, seed: 1
11-15 at 12:44:29, name: r207-35, Alg: 1, #particle: 15, seed: 1
11-15 at 12:51:27, name: r210-35, Alg: 3, #particle: 15, seed: 1
11-15 at 13:08:39, name: r112-35, Alg: 3, #particle: 15, seed: 1
11-15 at 14:31:26, name: r206-35, Alg: 3, #particle: 15, seed: 1
11-15 at 17:11:33, name: r202-40, Alg: 3, #particle: 15, seed: 1
11-15 at 21:21:25, name: r211-35, Alg: 1, #particle: 15, seed: 1
11-15 at 23:46:45, name: rc203-40, Alg: 1, #particle: 15, seed: 1
11-16 at 01:07:35, name: r203-38, Alg: 1, #particle: 15, seed: 1
11-16 at 02:24:05, name: rc205-35, Alg: 1, #particle: 15, seed: 1
11-16 at 02:59:08, name: rc105-35, Alg: 3, #particle: 15, seed: 1
11-16 at 03:31:28, name: r208-35, Alg: 1, #particle: 15, seed: 1
11-16 at 04:22:30, name: rc104-35, Alg: 1, #particle: 15, seed: 1
11-16 at 04:59:29, name: rc105-35, Alg: 1, #particle: 15, seed: 1
11-16 at 08:33:58, name: r211-35, Alg: 3, #particle: 15, seed: 1
11-16 at 09:07:06, name: rc103-40, Alg: 3, #particle: 15, seed: 1
11-16 at 10:15:48, name: r207-35, Alg: 3, #particle: 15, seed: 1
11-16 at 14:04:50, name: rc204-35, Alg: 1, #particle: 15, seed: 1
11-16 at 14:49:22, name: r203-37, Alg: 3, #particle: 15, seed: 1
11-16 at 15:58:20, name: r204-35, Alg: 1, #particle: 15, seed: 1
11-16 at 20:18:44, name: rc206-35, Alg: 1, #particle: 15, seed: 1
11-16 at 21:23:18, name: rc106-35, Alg: 3, #particle: 15, seed: 1
11-16 at 22:22:13, name: rc106-35, Alg: 1, #particle: 15, seed: 1
11-17 at 03:11:03, name: r208-35, Alg: 3, #particle: 15, seed: 1
11-17 at 04:35:14, name: rc104-35, Alg: 3, #particle: 15, seed: 1
11-17 at 08:21:02, name: rc101-89, Alg: 1, #particle: 15, seed: 1
11-17 at 08:59:51, name: rc205-65, Alg: 1, #particle: 15, seed: 1
11-17 at 10:36:30, name: rc101-90, Alg: 3, #particle: 15, seed: 1
11-17 at 10:41:00, name: r204-35, Alg: 3, #particle: 15, seed: 1
11-17 at 10:47:48, name: rc205-35, Alg: 3, #particle: 15, seed: 1
11-17 at 11:12:52, name: rc201-40, Alg: 1, #particle: 15, seed: 1
11-17 at 12:04:52, name: rc207-35, Alg: 1, #particle: 15, seed: 1
11-17 at 14:40:30, name: rc107-35, Alg: 3, #particle: 15, seed: 1
11-17 at 16:04:02, name: rc107-35, Alg: 1, #particle: 15, seed: 1
11-17 at 19:47:03, name: c101-8, Alg: 1, #particle: 15, seed: 1
11-17 at 20:36:22, name: c101-5, Alg: 3, #particle: 15, seed: 1
11-17 at 22:52:28, name: c102-8, Alg: 1, #particle: 15, seed: 1
11-18 at 00:13:23, name: c102-8, Alg: 3, #particle: 15, seed: 1
11-18 at 00:23:55, name: rc206-65, Alg: 1, #particle: 15, seed: 1
11-18 at 03:05:23, name: rc102-70, Alg: 1, #particle: 15, seed: 1
11-18 at 05:23:33, name: rc208-35, Alg: 1, #particle: 15, seed: 1
11-18 at 06:36:15, name: c103-11, Alg: 3, #particle: 15, seed: 1
11-18 at 07:09:24, name: c201-40, Alg: 1, #particle: 15, seed: 1
11-18 at 08:03:51, name: rc202-70, Alg: 1, #particle: 15, seed: 1
11-18 at 08:29:50, name: rc206-35, Alg: 3, #particle: 15, seed: 1
11-18 at 09:59:52, name: rc102-70, Alg: 3, #particle: 15, seed: 1
11-18 at 11:10:01, name: rc108-35, Alg: 1, #particle: 15, seed: 1
11-18 at 11:11:14, name: rc108-35, Alg: 3, #particle: 15, seed: 1
11-18 at 14:35:17, name: c103-32, Alg: 1, #particle: 15, seed: 1
11-18 at 17:42:48, name: rc201-40, Alg: 3, #particle: 15, seed: 1
11-18 at 18:59:33, name: rc207-65, Alg: 1, #particle: 15, seed: 1
11-18 at 19:37:05, name: c202-40, Alg: 1, #particle: 15, seed: 1
11-18 at 20:42:33, name: rc205-65, Alg: 3, #particle: 15, seed: 1
11-18 at 21:59:49, name: rc103-70, Alg: 1, #particle: 15, seed: 1
11-19 at 00:24:26, name: rc203-70, Alg: 1, #particle: 15, seed: 1
11-19 at 01:43:54, name: rc207-35, Alg: 3, #particle: 15, seed: 1
11-19 at 05:05:09, name: c104-40, Alg: 3, #particle: 15, seed: 1
11-19 at 05:10:58, name: rc103-70, Alg: 3, #particle: 15, seed: 1
11-19 at 05:46:26, name: c105-4, Alg: 3, #particle: 15, seed: 1
11-19 at 06:25:08, name: c106-3, Alg: 3, #particle: 15, seed: 1
11-19 at 07:40:54, name: c107-4, Alg: 3, #particle: 15, seed: 1
11-19 at 09:30:49, name: c203-40, Alg: 1, #particle: 15, seed: 1
11-19 at 09:38:35, name: rc208-65, Alg: 1, #particle: 15, seed: 1
11-19 at 09:43:11, name: c108-6, Alg: 3, #particle: 15, seed: 1
11-19 at 11:10:47, name: c104-40, Alg: 1, #particle: 15, seed: 1
11-19 at 12:06:41, name: rc104-65, Alg: 1, #particle: 15, seed: 1
11-19 at 15:16:10, name: rc202-40, Alg: 3, #particle: 15, seed: 1
11-19 at 16:39:09, name: rc206-65, Alg: 3, #particle: 15, seed: 1
11-19 at 17:08:23, name: rc204-65, Alg: 1, #particle: 15, seed: 1
11-19 at 20:18:42, name: rc208-35, Alg: 3, #particle: 15, seed: 1
11-19 at 22:33:10, name: c109-24, Alg: 3, #particle: 15, seed: 1
11-19 at 22:55:54, name: c204-35, Alg: 1, #particle: 15, seed: 1
11-20 at 00:00:39, name: r107-31, Alg: 5, #particle: 15, seed: 1
11-20 at 02:54:25, name: r101-35, Alg: 5, #particle: 15, seed: 1
11-20 at 03:51:33, name: rc104-65, Alg: 3, #particle: 15, seed: 1
11-20 at 05:23:50, name: c101-38, Alg: 1, #particle: 15, seed: 1
11-20 at 06:15:13, name: c201-37, Alg: 3, #particle: 15, seed: 1
11-20 at 07:53:16, name: rc203-40, Alg: 3, #particle: 15, seed: 1
11-20 at 08:19:50, name: c101-35, Alg: 3, #particle: 15, seed: 1
11-20 at 08:53:33, name: c205-35, Alg: 1, #particle: 15, seed: 1
11-20 at 10:25:45, name: rc207-65, Alg: 3, #particle: 15, seed: 1
11-20 at 11:08:31, name: r108-33, Alg: 5, #particle: 15, seed: 1
11-20 at 14:49:49, name: r102-35, Alg: 5, #particle: 15, seed: 1
11-20 at 19:32:45, name: c206-40, Alg: 1, #particle: 15, seed: 1
11-20 at 21:10:06, name: r109-31, Alg: 5, #particle: 15, seed: 1
11-20 at 21:17:12, name: c102-38, Alg: 1, #particle: 15, seed: 1
11-20 at 23:19:14, name: c202-40, Alg: 3, #particle: 15, seed: 1
11-20 at 23:37:10, name: rc204-35, Alg: 3, #particle: 15, seed: 1
11-21 at 03:30:38, name: r103-37, Alg: 5, #particle: 15, seed: 1
11-21 at 04:55:44, name: c102-38, Alg: 3, #particle: 15, seed: 1
11-23 at 03:48:08, name: c109-34, Alg: 3, #particle: 15, seed: 1
11-23 at 03:48:12, name: c203-31, Alg: 3, #particle: 15, seed: 1
11-23 at 06:16:10, name: c206-30, Alg: 3, #particle: 15, seed: 1
11-23 at 08:02:16, name: r105-36, Alg: 5, #particle: 15, seed: 1
11-23 at 10:51:06, name: c105-29, Alg: 3, #particle: 15, seed: 1
11-23 at 12:02:28, name: c204-30, Alg: 3, #particle: 15, seed: 1
11-23 at 13:48:29, name: c207-30, Alg: 3, #particle: 15, seed: 1
11-23 at 13:55:54, name: c105-31, Alg: 3, #particle: 15, seed: 1
11-23 at 14:24:32, name: c207-30, Alg: 3, #particle: 15, seed: 1
11-23 at 17:23:57, name: r106-31, Alg: 5, #particle: 15, seed: 1
11-23 at 22:00:05, name: c208-30, Alg: 3, #particle: 15, seed: 1
11-23 at 22:36:16, name: c103-32, Alg: 3, #particle: 15, seed: 1
11-23 at 23:05:44, name: c106-28, Alg: 3, #particle: 15, seed: 1
11-23 at 23:06:44, name: c205-30, Alg: 3, #particle: 15, seed: 1
11-24 at 01:18:48, name: r111-31, Alg: 5, #particle: 15, seed: 1
11-24 at 09:25:48, name: r112-31, Alg: 5, #particle: 15, seed: 1
11-26 at 03:50:17, name: c105-30, Alg: 1, #particle: 15, seed: 1
11-26 at 08:29:09, name: c208-30, Alg: 1, #particle: 15, seed: 1
11-26 at 09:35:46, name: c108-30, Alg: 1, #particle: 15, seed: 1
11-26 at 12:18:53, name: c107-30, Alg: 1, #particle: 15, seed: 1
11-26 at 13:59:26, name: c108-30, Alg: 3, #particle: 15, seed: 1
11-26 at 14:38:00, name: c107-30, Alg: 3, #particle: 15, seed: 1
11-26 at 16:47:01, name: r104-30, Alg: 5, #particle: 15, seed: 1
11-26 at 19:20:44, name: r201-45, Alg: 5, #particle: 15, seed: 1
11-27 at 04:24:53, name: r202-35, Alg: 5, #particle: 15, seed: 1
11-27 at 11:53:34, name: r203-35, Alg: 5, #particle: 15, seed: 1
11-27 at 21:17:45, name: r204-35, Alg: 5, #particle: 15, seed: 1
11-28 at 05:54:14, name: r205-35, Alg: 5, #particle: 15, seed: 1
11-28 at 13:59:19, name: r206-35, Alg: 5, #particle: 15, seed: 1
11-28 at 22:39:11, name: r207-45, Alg: 5, #particle: 15, seed: 1
11-29 at 07:11:18, name: r208-35, Alg: 5, #particle: 15, seed: 1
11-29 at 15:43:39, name: r209-33, Alg: 5, #particle: 15, seed: 1
11-29 at 23:36:20, name: r210-40, Alg: 5, #particle: 15, seed: 1
11-30 at 08:08:06, name: r211-40, Alg: 5, #particle: 15, seed: 1
11-30 at 17:29:47, name: r110-30, Alg: 5, #particle: 15, seed: 1
11-30 at 20:03:47, name: c201-30, Alg: 5, #particle: 15, seed: 1
11-30 at 20:22:53, name: rc201-30, Alg: 5, #particle: 15, seed: 1
11-30 at 21:51:43, name: rc101-30, Alg: 5, #particle: 15, seed: 1
11-30 at 22:18:59, name: c101-30, Alg: 5, #particle: 15, seed: 1
12-01 at 02:24:52, name: rc202-30, Alg: 5, #particle: 15, seed: 1
12-01 at 02:33:54, name: r201-30, Alg: 6, #particle: 15, seed: 1
12-01 at 04:04:21, name: c202-30, Alg: 5, #particle: 15, seed: 1
12-01 at 04:11:31, name: rc102-30, Alg: 5, #particle: 15, seed: 1
12-01 at 08:25:04, name: c102-30, Alg: 5, #particle: 15, seed: 1
12-01 at 10:36:23, name: rc203-30, Alg: 5, #particle: 15, seed: 1
12-01 at 10:47:05, name: rc103-30, Alg: 5, #particle: 15, seed: 1
12-01 at 11:18:50, name: c203-30, Alg: 5, #particle: 15, seed: 1
12-01 at 14:46:38, name: r202-30, Alg: 6, #particle: 15, seed: 1
12-01 at 17:03:49, name: rc104-30, Alg: 5, #particle: 15, seed: 1
12-01 at 17:54:38, name: c103-30, Alg: 5, #particle: 15, seed: 1
12-01 at 19:36:26, name: rc204-30, Alg: 5, #particle: 15, seed: 1
12-01 at 20:00:12, name: c204-30, Alg: 5, #particle: 15, seed: 1
12-02 at 00:09:23, name: rc105-30, Alg: 5, #particle: 15, seed: 1
12-02 at 00:12:07, name: r203-30, Alg: 6, #particle: 15, seed: 1
12-02 at 02:20:34, name: c104-30, Alg: 5, #particle: 15, seed: 1
12-02 at 04:02:52, name: c205-30, Alg: 5, #particle: 15, seed: 1
12-02 at 04:55:03, name: rc205-30, Alg: 5, #particle: 15, seed: 1
12-02 at 07:05:16, name: rc106-30, Alg: 5, #particle: 15, seed: 1
12-02 at 10:27:51, name: c206-30, Alg: 5, #particle: 15, seed: 1
12-02 at 10:38:53, name: c105-30, Alg: 5, #particle: 15, seed: 1
12-02 at 12:28:57, name: rc107-30, Alg: 5, #particle: 15, seed: 1
12-02 at 12:39:30, name: r204-30, Alg: 6, #particle: 15, seed: 1
12-02 at 14:03:34, name: rc206-30, Alg: 5, #particle: 15, seed: 1
12-02 at 19:33:09, name: rc108-30, Alg: 5, #particle: 15, seed: 1
12-02 at 19:45:12, name: c207-30, Alg: 5, #particle: 15, seed: 1
12-02 at 20:18:28, name: r101-30, Alg: 4, #particle: 15, seed: 1
12-02 at 20:41:31, name: r201-30, Alg: 16, #particle: 15, seed: 1
12-02 at 21:19:21, name: c106-30, Alg: 5, #particle: 15, seed: 1
12-03 at 00:06:27, name: rc207-30, Alg: 5, #particle: 15, seed: 1
12-03 at 00:07:39, name: r101-30, Alg: 16, #particle: 15, seed: 1
12-03 at 02:35:31, name: r205-30, Alg: 6, #particle: 15, seed: 1
12-03 at 04:01:24, name: c208-30, Alg: 5, #particle: 15, seed: 1
12-03 at 04:43:56, name: r202-30, Alg: 16, #particle: 15, seed: 1
12-03 at 06:52:20, name: r102-30, Alg: 16, #particle: 15, seed: 1
12-03 at 08:15:54, name: c107-30, Alg: 5, #particle: 15, seed: 1
12-03 at 09:00:12, name: r102-30, Alg: 4, #particle: 15, seed: 1
12-03 at 09:33:17, name: rc208-30, Alg: 5, #particle: 15, seed: 1
12-03 at 12:20:25, name: r203-30, Alg: 16, #particle: 15, seed: 1
12-03 at 14:32:31, name: r206-30, Alg: 6, #particle: 15, seed: 1
12-03 at 14:42:57, name: r103-30, Alg: 16, #particle: 15, seed: 1
12-03 at 18:08:34, name: c108-30, Alg: 5, #particle: 15, seed: 1
12-03 at 20:12:11, name: r204-30, Alg: 16, #particle: 15, seed: 1
12-03 at 21:40:20, name: r104-30, Alg: 16, #particle: 15, seed: 1
12-03 at 22:44:16, name: r103-30, Alg: 4, #particle: 15, seed: 1
12-04 at 00:41:00, name: r207-30, Alg: 6, #particle: 15, seed: 1
12-04 at 01:41:06, name: r105-30, Alg: 16, #particle: 15, seed: 1
12-04 at 03:37:53, name: r205-30, Alg: 16, #particle: 15, seed: 1
12-04 at 04:22:52, name: c109-30, Alg: 5, #particle: 15, seed: 1
12-04 at 07:18:31, name: r106-30, Alg: 16, #particle: 15, seed: 1
12-04 at 10:00:29, name: r208-30, Alg: 6, #particle: 15, seed: 1
12-04 at 11:27:04, name: r107-30, Alg: 16, #particle: 15, seed: 1
12-04 at 11:35:39, name: r206-30, Alg: 16, #particle: 15, seed: 1
12-04 at 12:03:24, name: r104-30, Alg: 4, #particle: 15, seed: 1
12-04 at 15:02:44, name: r108-30, Alg: 16, #particle: 15, seed: 1
12-04 at 17:21:46, name: r105-30, Alg: 4, #particle: 15, seed: 1
12-04 at 18:37:38, name: r207-30, Alg: 16, #particle: 15, seed: 1
12-04 at 21:19:12, name: r109-30, Alg: 16, #particle: 15, seed: 1
12-04 at 21:42:58, name: r208-30, Alg: 16, #particle: 15, seed: 1
12-04 at 23:13:33, name: r209-30, Alg: 6, #particle: 15, seed: 1
12-05 at 02:24:10, name: r209-30, Alg: 16, #particle: 15, seed: 1
12-05 at 05:54:37, name: r106-30, Alg: 4, #particle: 15, seed: 1
12-05 at 05:58:00, name: r110-30, Alg: 16, #particle: 15, seed: 1
12-05 at 08:26:34, name: r210-30, Alg: 16, #particle: 15, seed: 1
12-05 at 12:25:50, name: r111-30, Alg: 16, #particle: 15, seed: 1
12-05 at 12:35:21, name: r210-30, Alg: 6, #particle: 15, seed: 1
12-05 at 12:50:15, name: r211-30, Alg: 16, #particle: 15, seed: 1
12-05 at 17:14:50, name: r112-30, Alg: 16, #particle: 15, seed: 1
12-05 at 20:23:38, name: r107-30, Alg: 4, #particle: 15, seed: 1
12-05 at 22:15:53, name: r211-30, Alg: 6, #particle: 15, seed: 1
12-06 at 07:37:23, name: r108-30, Alg: 4, #particle: 15, seed: 1
12-06 at 19:38:03, name: r109-30, Alg: 4, #particle: 15, seed: 1
12-07 at 03:17:17, name: r101-30, Alg: 15, #particle: 15, seed: 1
12-07 at 04:01:24, name: rc101-30, Alg: 16, #particle: 15, seed: 1
12-07 at 05:50:30, name: r201-30, Alg: 15, #particle: 15, seed: 1
12-07 at 07:23:50, name: rc102-30, Alg: 16, #particle: 15, seed: 1
12-07 at 08:28:59, name: rc201-30, Alg: 16, #particle: 15, seed: 1
12-07 at 08:55:09, name: c201-30, Alg: 16, #particle: 15, seed: 1
12-07 at 11:14:56, name: c101-30, Alg: 16, #particle: 15, seed: 1
12-07 at 12:19:46, name: r102-30, Alg: 15, #particle: 15, seed: 1
12-07 at 14:13:39, name: rc103-30, Alg: 16, #particle: 15, seed: 1
12-07 at 17:15:35, name: c202-30, Alg: 16, #particle: 15, seed: 1
12-07 at 17:23:45, name: r202-30, Alg: 15, #particle: 15, seed: 1
12-07 at 18:55:15, name: rc104-30, Alg: 16, #particle: 15, seed: 1
12-07 at 19:02:09, name: rc202-30, Alg: 16, #particle: 15, seed: 1
12-07 at 19:09:32, name: r103-30, Alg: 15, #particle: 15, seed: 1
12-07 at 20:48:32, name: c102-30, Alg: 16, #particle: 15, seed: 1
12-07 at 23:34:07, name: rc105-30, Alg: 16, #particle: 15, seed: 1
12-07 at 23:40:02, name: c203-30, Alg: 16, #particle: 15, seed: 1
12-08 at 03:36:18, name: rc203-30, Alg: 16, #particle: 15, seed: 1
12-08 at 04:14:42, name: r104-30, Alg: 15, #particle: 15, seed: 1
12-08 at 04:24:22, name: r203-30, Alg: 15, #particle: 15, seed: 1
12-08 at 06:12:47, name: c204-30, Alg: 16, #particle: 15, seed: 1
12-08 at 07:10:07, name: c103-30, Alg: 16, #particle: 15, seed: 1
12-08 at 08:07:50, name: rc106-30, Alg: 16, #particle: 15, seed: 1
12-08 at 10:21:02, name: r105-30, Alg: 15, #particle: 15, seed: 1
12-08 at 10:28:27, name: rc107-30, Alg: 16, #particle: 15, seed: 1
12-08 at 10:33:51, name: rc204-30, Alg: 16, #particle: 15, seed: 1
12-08 at 12:22:33, name: c104-30, Alg: 16, #particle: 15, seed: 1
12-08 at 13:51:50, name: r204-30, Alg: 15, #particle: 15, seed: 1
12-08 at 14:14:51, name: rc108-30, Alg: 16, #particle: 15, seed: 1
12-08 at 14:40:53, name: c205-30, Alg: 16, #particle: 15, seed: 1
12-08 at 16:38:13, name: r106-30, Alg: 15, #particle: 15, seed: 1
12-08 at 19:13:12, name: rc205-30, Alg: 16, #particle: 15, seed: 1
